English,CEFR,gender,word,wordAudio,pronunciation,transliteration,definition,sentenceAudio,example,sentenceTranslation
November,A1,masculine,נובמבר,X,נוֹבֶמְבֶּר,novémber,החודש האחד עשר בלוח השנה הלועזי,X,בנובמבר העלים נופלים מהעצים.,"In November, the leaves fall from the trees."
antibody,B2,masculine,נוגדן,,נוֹגְדָּן,nogdán,,,הנוגדנים בדם נלחמים בהדבקות.,Antibodies in the blood fight infections.
liquid,B1,masculine,נוזל,,נוֹזֵל,nozél,חומר זורם שאינו מוצק,,הנוזל הזה מאוד חשוב לניסוי.,This liquid is very important for the experiment.
comfort,B2,feminine,נוחות,,נוֹחוּת,noħút,,,המלון הציע רמת נוחות גבוהה.,The hotel offered a high level of comfort.
neurosurgery,C,feminine,נוירוכירורגיה,,נוֹיְרוֹכִּירוּרְגְיָה,noyrokhirurgya,תחום רפואי לניתוחי מוח,,היא לומדת נוירוכירורגיה בבית חולים מוביל.,She is studying neurosurgery at a leading hospital.
be born,A2,verb,נולד,X,נוֹלַד,nolád,יצא לאוויר העולם בלידה,,התינוק נולד בבית החולים.,The baby was born in the hospital.
traveler,A2,masculine,נוסע,X,נוֹסֵעַ,noséa,מי שנוסע בכלי תחבורה,,הנוסע ישב ליד החלון.,The traveler sat by the window.
youth,B1,masculine,נוער,,נוֹעַר,nóar,צעירים בגיל ההתבגרות,,הנוער הוא עתיד האומה.,The youth are the future of the nation.
feather,B2,feminine,נוצה,,נוֹצָה,notsá,,,הציפור השירה נפלה נוצה צבעונית.,The singing bird dropped a colorful feather.
Christian,B1,adjective,נוצרי,,נוֹצְרִי,notsrí,שייך לנצרות,,הכנסיה היא מקום נוצרי.,The church is a Christian place.
Norwegian,B1,adjective,נורבגי,,נוֹרְבֶּגִי,norvegí,שייך לנורבגיה,,המוזיקה הנורווגית מיוחדת ונעימה.,Norwegian music is unique and pleasant.
"Norwegian, Norwegian language",B1,feminine,נורבגית,,נוֹרְבֶּגִית,norvegít,שפה המדוברת בנורבגיה,,הוא מדבר עברית ונורוגית.,He speaks Hebrew and Norwegian.
Norway,A1,feminine,נורווגיה,X,נוֹרוֶוגְיָה,norvégia,מדינה בצפון אירופה,X,נורווגיה היא ארץ קרות.,Norway is a cold country.
subject,A2,masculine,נושא,X,נוֹשֵׂא,nosé,נושא או רעיון מרכזי,,הנושא היום הוא חינוך.,Today's subject is education.
snot,B2,feminine,נזלת,,נַזֶּלֶת,nazélet,,,הילד סבל מנזלת קשה.,The child suffered from a bad cold.
rest,A2,verb,נח,X,נָח,naħ,שכב לנוח,,בשבת נחנו בבית.,"On Saturday, we rested at home."
copper,B2,feminine,נחושת,,נְחוֹשֶׁת,nħóshet,,,הטבעת עשויה נחושת.,The ring is made of copper.
"nice, kind, pleasant",A1,adjective,נחמד,X,נֶחְמָד,neħmád,בעל תכונות נעימות או ידידותיות,X,הילד הזה נחמד מאוד.,This child is very nice.
be legislated,C,verb,נחקק,,נֶחְקַק,nékh'kák,הפך לחוק מחייב,,חוקי היסוד נחקקו בעשורים הראשונים למדינה.,The Basic Laws were legislated in the state’s early decades.
snake,A1,masculine,נחש,X,נָחָשׁ,naħásh,זוחל ארוך חסר רגליים,X,הנחש התחבא בעשב.,The snake hid in the grass.
plant,A2,verb,נטע,X,נָטַע,natá',שתל צמח באדמה,,הגנן נטע עצים בגן.,The gardener planted trees in the garden.
portable,B2,adjective,נייד,,נַיָּיד,nayád,,,המחשב הנייד קל לנשיאה.,The laptop is easy to carry.
paper,A1,masculine,נייר,X,נִיָּר,nyár,חומר דק שעליו כותבים,X,אני כותב על הנייר.,I am writing on the paper.
toilet paper,A2,masculine,נייר טואלט,X,נִיַּר טוֹאָלֶט,nyár toalet,נייר לשימוש בשירותים,,אני קניתי נייר טואלט במכולת.,I bought toilet paper at the grocery store.
"security, proof of ownership",B2,masculine,נייר ערך,,נְיָיר עֵרֶךְ,nyár éreħ,,,נייר הערך נשמר בכספת הבנק כראיה לבעלות.,The security was kept in the bank’s safe as proof of ownership.
experiment,B1,masculine,ניסוי,,נִסּוּי,nisúi,ניסוי מדעי לבדיקת רעיון,,הניסוי במעבדה הצליח.,The experiment in the lab was successful.
attempt,B1,masculine,ניסיון,,נִסָּיוֹן,nisayón,ניסיון או ניסיון חיים,,ניסיון הראשון שלי לבשל לא היה מצליח.,My first attempt at cooking was unsuccessful.
experimental,B2,adjective,ניסיוני,,נִסִּיוֹנִי,nisyoní,,,החוקרים ביצעו ניסוי ניסיוני במעבדה חדשה.,The researchers conducted an experimental test in a new laboratory.
spark,B2,masculine,ניצוץ,,נִיצוֹץ,nitsóts,,,ניצוץ קטן הצית את כל המדורה.,A small spark ignited the entire bonfire.
clean,B1,verb,ניקה,,נִיקָה,niká,הפך דבר לנקי,,הוא ניקה את הבית לפני האורחים.,He cleaned the house before the guests arrived.
kiss,A2,verb,נישק,X,נִשֵּׁק,nishék,הצמיד שפתיו לשפתיים של אחר,,הוא נישק את חברתו ברחוב.,He kissed his girlfriend in the street.
"surgery, analysis",B2,masculine,ניתוח,,נִיתּוּחַ,nitúaħ,,,הרופא הסביר את מהלך הניתוח לחולה.,The doctor explained the course of the surgery to the patient.
correct,A1,adjective,נכון,X,נָכוֹן,naħón,בעל צורה נכונה או אמיתית,X,זה נכון.,That is correct.
enter,A2,verb,נכנס,X,נִכְנַס,niħnás,עבר פנימה,,היא נכנסה לחדר בלי להתדפק.,She entered the room without knocking.
port,A2,masculine,נמל,X,נָמֵל,namél,מקום עגינה לספינות,,הנמל שבחיפה הוא גדול.,The port in Haifa is large.
airport,B2,masculine,נמל תעופה,,נְמַל תְּעוּפָה,nmál tufá,,,בנמל התעופה היה עיכוב בטיסות.,There was a delay in flights at the airport.
be found,A2,verb,נמצא,X,נִמְצָא,nimtsá,היה במצב של מציאות,,הכיסא נמצא בסלון.,The chair is in the living room.
energetic,B2,adjective,נִמרָץ,,נִמְרָץ,nimráts,,,הוא עבד בצורה נמרצת כדי לסיים את המשימה.,He worked energetically in order to finish the task.
miracle,B1,masculine,נס,,נֵס,nés,דבר מופלא מחוץ לטבע,,זה היה נס שהוא נמלט משם.,It was a miracle that he escaped from there.
prince,B1,masculine,נסיך,,נָסִיךְ,nasiħ,בן מלך,,הנסיך חי בארמון יפה.,The prince lives in a beautiful palace.
princess,A2,feminine,נסיכה,X,נְסִיכָה,nesiħá,בת למלך או מלכה,,הנסיכה לבשה שמלה לבנה.,The princess wore a white dress.
"trip, journey",A2,feminine,נסיעה,X,נְסִיעָה,nsiá,נסיעה ממקום למקום,,הנסיעה לתל אביב לקחה שעה.,The journey to Tel Aviv took an hour.
travel,A1,verb,נסע,X,נָסַע,nasá,הלך ממקום למקום בכלי תחבורה,X,הוא נסע לתל אביב.,He traveled to Tel Aviv.
pleasant,A2,adjective,נעים,X,נָעִים,naím,בעל תחושה נעימה,,המזג אוויר נעים היום.,The weather is pleasant today.
tune,B1,feminine,נעימה,,נְעִימָה,neimá,מנגינה נעימה,,הנעימה היתה רגועה ומרגיעה.,The tune was calm and soothing.
ringtone,B2,masculine,נעימון,,נְעִימוֹן,neimón,,,הנעימון החדש בטלפון שלו הפתיע את כולם.,The new ringtone on his phone surprised everyone.
shoe,A1,feminine,נעל,X,נַעַל,náal,כיסוי לרגל,X,היא קנתה נעל חדשה.,She bought a new shoe.
"wear, put on",A2,verb,נעל,X,נַעַל,naál,שם בגד על גופו,,הוא נעל נעליים חדשות.,He put on new shoes.
become,B1,,נעשה,,נַעֲשָׂה,naasá,הפך להיות,,"בתוך המטוס הגדול, המצב נעשה לחץ.","Inside the big airplane, the situation became stressful."
wonderful,A2,adjective,נפלא,X,נִפְלָא,niflá,מעורר התפעלות ושבח,,הספר הזה נפלא!,This book is wonderful!
blossom,B2,masculine,נץ,,נֵץ,nets,,,האילן התכסה בנץ צהוב.,The tree was covered in blossoms.
hawk,B2,masculine,נץ,,נֵץ,nets,,,הנץ עף גבוה בשמיים בחיפוש אחר טרף.,The hawk flew high in the sky in search of prey.
cricket,B2,masculine,נצר,,נֵצֶר,nétser,,,בלילה נשמע קול של נצר בגינה.,At night a cricket’s sound was heard in the garden.
Nazareth,B1,feminine,נצרת,,נָצְרַת,natsrát,עיר בצפון הארץ,,נצרת היא עיר קדושה בנצרות.,Nazareth is a holy city in Christianity.
female,B2,adjective,נקבי,,נְקֵבִי,nikbí,,,במערכת הרבייה קיימים תאים נקביים וזכריים.,In the reproductive system there are female and male cells.
clean,A2,adjective,נקי,X,נָקִי,nakí,שאינו מלוכלך,,החדר נקי ומסודר.,The room is clean and tidy.
cleanliness,B1,masculine,נִקָיוֹן,,נִקָּיוֹן,nikayón,מצב של ניקיון,,הניקיון חשוב לבית בריא.,Cleanliness is important for a healthy home.
sausage,A1,masculine,נקניק,X,נַקְנִיק,nakník,מזון מבשר טחון בצורת גליל,X,האורח אכל נקניק.,The guest ate sausage.
candle,A2,masculine,נר,X,נֵר,ner,אור דקיק שנדלק בחג או בטקס,,היא הדליקה נר בחנוכיה.,She lit a candle in the hanukkiah.
married,A2,adjective,נשוי,X,נָשׂוּי,nasúi,בעל בן או בת זוג בקשר נישואין,,הוא נשוי כבר עשר שנים.,He has been married for ten years.
president,B1,masculine,נשיא,,נָשִׂיא,nasí,ראש המדינה,,נשיא המדינה נשא נאום טלוויזיוני.,The president of the country gave a televised speech.
breath,B1,feminine,נשימה,,נְשִׁימָה,neshimá,פעולה של הכנסת אוויר לריאות,,"אחרי הריצה, הנשימה שלי מהירה.","After running, my breathing is fast."
kiss,A2,feminine,נשיקה,X,נְשִׁיקָה,neshiká,מעשה של הצמדת שפתיים,,הנשיקה היתה ארוכה ונהדרת.,The kiss was long and amazing.
breathe,B1,verb,נשם,,נָשַׁם,nashám,נשם אויר,,הילד נשם עמוק.,The boy took a deep breath.
"slice, cut, piece, chunk",B1,masculine,נתח,,נֶתַח,nétaħ,חתיכה גדולה ממשהו,,אני רוצה נתח בשר גדול.,I want a large slice of meat.
sodium,B2,masculine,נתרן,,נַתְרָן,natrán,,,המלח מכיל כמויות גבוהות של נתרן.,Salt contains high amounts of sodium.
grandfather,A1,masculine,סבא,X,סַבָּא,sába,אב של אחד ההורים,X,סבא שלי גר בירושלים.,My grandfather lives in Jerusalem.
"great, cool",A2,adjective,סבבה,X,סַבָּבָּה,sabába,מילה נרדפת למעולה,,המסעדה החדשה סבבה!,The new restaurant is great!
soap,A1,masculine,סבון,X,סָבוֹן,sabón,חומר לניקוי הגוף,X,אני רוחץ ידיים בסבון.,I wash my hands with soap.
environment,B1,feminine,סביבה,,סְבִיבָה,svivá,הסביבה שבה חיים,,הסביבה הטבעית חשובה לשמירה.,The natural environment is important to protect.
dreidel,A2,masculine,סביבון,X,סְבִיבוֹן,sivivón,צעצוע המסתובב בחנוכה,,הילדים סיבבו את הסביבון.,The children spun the dreidel.
environmental,B2,adjective,סביבתי,,סְבִיבָתִי,svivatí,,,הפרויקט נועד לתת מענה סביבתי לבעיות זיהום.,The project was intended to provide an environmental solution to pollution problems.
logical,B1,masculine,סביר,,סָבִיר,savír,שיש בו היגיון,,נראה סביר שירד גשם מחר.,It seems logical that it will rain tomorrow.
patience,B1,feminine,סבלנות,,סַבְלָנוּת,savlanút,יכולת להמתין בסבלנות,,סבלנות היא מידה חשובה בחיים.,Patience is an important quality in life.
patient,B1,adjective,סבלני,,סַבְלָנִי,savlaní,בעל תכונת סבלנות,,הוא אדם סבלני ותמיד מקשיב לאחרים.,He is a patient person and always listens to others.
grandmother,A1,feminine,סבתא,X,סַבְתָּא,sávta,אם של אחד ההורים,X,סבתא אוהבת לבשל.,Grandmother loves to cook.
purple,A1,masculine,סגול,X,סָגוֹל,sagól,צבע בין כחול לאדום,X,החולצה שלי סגולה.,My shirt is purple.
closed,A2,adjective,סגור,X,סָגוּר,sagúr,שאינו פתוח,,החנות היתה סגורה בחג.,The store was closed on the holiday.
oval,B2,masculine,סגלגל,,סְגַלְגַּל,sgalgál,,,לפניו הונח שולחן סגלגל.,In front of him was placed an oval table.
"close, shut",A2,verb,סגר,X,סָגַר,sagár,סגר דבר כך שלא ייפתח,,הוא סגר את התיק.,He closed the bag.
"shutdown, lockdown",B2,masculine,סגר,,סָגַר,séger,,,הממשלה החליטה על סגר כדי לעצור את ההתפשטות.,The government decided on a lockdown to stop the spread.
